アンソロジー作品評価リスト,title,comment,「新青年傑作選」を読む,「日本代表ミステリー選集」を読む,「現代の推理小説」を読む,「探偵小説年鑑」を読む,その他,「宝石傑作選」を読む,「ミステリーの愉しみ」を読む,現代推理小説体系を読む
「新青年傑作選」を読む,永遠の女囚(木々高太郎),5.5:[昭和１３年１１月号] 展開は悪くないが、ラストがよくわからない。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,家常茶飯(佐藤春夫),4.0:[大正１５年４月号] 傑作選に載るような話とは思えない。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,変化する陳述(石浜金作),4.0:[昭和３年４月号] 古臭くて、もはや読むに耐えない。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,月世界の女(高木彬光),6.5:[昭和２４年９月号] 再読なので正しい評価ができないのだが、筋書きは丸見えではないか。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,彼が殺したか(浜尾四郎),6.0:[昭和４年１、２月号] 重苦しい雰囲気に押される。ただ、この感性は現代の人間には通じないなあ。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,印度林檎(角田喜久雄),7.5:[昭和２２年２月号] さすがに一流作家は違う。適切な長さの中で、意外性のある結末。モダンである。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,蔵の中(横溝正史),8.0: [昭和１０年８月号]ディテイルを丁寧に書き込み、盛り上げていく正史の筆力に圧倒される。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,烙印(大下宇陀児),5.0:[昭和１０年６，７月号] 展開が予想通りで、何の意外性もない。古臭くて長くて辛気臭い。,新青年傑作選集１ 推理編１ 犯人よ、お前の名は？(中島河太郎編),角川文庫,2020/01/07
「新青年傑作選」を読む,死体昇天(角田喜久雄),5.5:[昭和４年８月号] 発端は面白いのだが、ラストが腰砕け。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,精神分析(水上呂理),6.5:[昭和３年６月号] フロイド理論の頂きで、あまりに作り物めいている。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,人間灰(海野十三),7.5:[昭和９年１２月号] ミステリとしても、ユーモア小説としても面白く読める。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,睡り人形(木々高太郎),7.0:[昭和１０年２月号] 変態的な話なのに、格調を保って語る木々の筆力は大したものだ。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,秘密(平林初之輔),6.0:[大正１５年１０月号] 大正時代の作品にしては古さを感じない。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,四次元の断面(甲賀三郎),4.0:[昭和１１年４月号] 木々と比べると品格に乏しいエロ話。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,閉鎖を命ぜられた妖怪館(山本禾太郎),4.0:[昭和２年４月号] 結末がよくわからない。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「新青年傑作選」を読む,陰獣(江戸川乱歩),7.0:[昭和３年８，９，１０月号] このプロットは再読に耐えないのが残念。前半のムードはさすが乱歩である。,新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編),角川文庫,2020/03/15
「日本代表ミステリー選集」を読む,おーいでてこーい(星新一),8.0:[宝石 三十三年十月]再読で結末がわかっていたが、よくできた作品。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,虚空の男(半村良),6.5:[ＳＦマガジン臨時増刊号 四十二年十月]不思議なテーマで読ませるが、ラストに締まりがない。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,探偵小説(横溝正史),7.5:[新青年 二十一年十月]これも再読。楽屋落ち的な展開で楽しく読める。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,ハムレット(久生十蘭),7.5:[新青年 二十一年十月]これまた再読。自らをハムレットとして生きる人間が哀しい。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,杢平虹（モクヒラアーク)(邦光史郎),6.5:[極秘工場に収録 三十八年九月書き下ろし]地震予知をライフワークにした男の話。悪くはないが日本代表ミステリーに入る作品ではなかろう。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,青い群(河野典生),4.0:[オール読物 三十八年十一月]その時代の風俗をテーマにした話はすぐ古臭くなる。今では読むに耐えない。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,ある脅迫(多岐川恭),7.5:[宝石 三十二年二月]小心者と思われた男の逆襲が面白い。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,肌の告白(土屋隆夫),6.0:[肌の告白（三十四年六月）の為に書き下ろした 短編集]平凡な出来で代表に入る出来ではないでしょう。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,妻を深く眠らせる法(藤村正太),5.5:[四十九年三月書き下ろしで単行本に収録]これも平凡なクライムストーリー。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「日本代表ミステリー選集」を読む,万葉翡翠(松本清張),7.0:[婦人公論 三十六年二月]さすがに清張は読ませる。万葉集を絡めて物語を盛り上げる筆力は、ものがちがう。,日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編),角川文庫,2020/03/27
「新青年傑作選」を読む,マイナスの夜光珠(ビーストン／西田政治訳),7.0:[大正10年8月増刊]宝石を埋め込まれた職人の意外な正体が面白い。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,葬式フランク(ランドン／森脇萬訳),5.0:[大正11年11月]お涙頂戴風の結末が古臭い。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,サムの新弟子(マッカレー／訳者不明),7.5:[大正12年1月増刊]サムに弟子入りをはかる男とのやり取りと、ラストのオチが楽しい。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,或る精神異常者(ルヴェル／田中早苗訳),6.0:[大正12年8月]アイディアは面白いが、ラストは予想できる。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,生さぬ児(ルヴェル／田中早苗訳),5.0:[大正15年4月]ただ残酷なだけの話。ルヴェルは、続けて読むと気分が悪くなる作家。創土社で読んだとき、そう感じたことを思い出す。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,撓ゆまぬ母(オーモニア／妹尾韶夫訳),6.0:[大正13年11月]くすっと笑ってしまう話。こういうのが20世紀初頭のイギリス風ユーモアなのかもしれない。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,砂嚢(オルチー／延原謙訳),5.0:[大正14年8月増刊]何のひねりもない話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,怪我をする会(ウッドハウス／梶原信一郎訳),5.0:[昭和2年1月]ちょっと苛つく話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,ルウフォック・ホルメスの冒険「火葬にされた男の帰宅」(カミ／平林初之輔訳),7.0:[昭和2年2月]インク壺のイメージが目に浮かぶようで、笑わせてくれる。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,ルウフォック・ホルメスの冒険「血塗れの細菌」(カミ／平林初之輔訳),5.0:[昭和2年2月]よくわからん。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,ルウフォック・ホルメスの冒険「スフィンクスの謎」(カミ／平林初之輔訳),5.0:[昭和2年9月]よくわからん。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,ルウフォック・ホルメスの冒険「道化師」(カミ／平林初之輔訳),6.0:[昭和2年9月]こういう話ばっかりなんだな。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,砂男(ホフマン／向原明訳),4.0:[昭和2年8月]機械人形に魅入られた男の話。正直どこが面白いのか良くわかりません。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,蜘蛛(エーウェルス／浅野玄府訳),4.0:[昭和3年2月増刊]要するに女郎蜘蛛に食われる話だろ。つまらん。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,最後の一葉(オー・ヘンリー／浅野玄府訳),6.0:[昭和4年2月]有名な話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,市長室の殺人(フレッチャー／訳者不明),5.0:[昭和4年8月増刊]抜け穴を知っていた老人がいただけの話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,恐ろしき夕刊(フロスト／訳者不明),6.5:[昭和4年10月]一昔前の教科書のような謎解き短篇。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,実験魔術師(アルデン／横溝正史訳),6.5:[昭和5年3月]筋書き予想できるが、面白く読めた。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,瘋癲病院異変(ポー／田内長太郎訳),6.5:[昭和6年8月増刊]常人か狂人かがよくわからなくなるのが、妙におかしい。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,猿の足(ジャコブス／鷲尾浩訳),5.0:[昭和6年8月増刊]オチがわかりません。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,死人の村(キップリング／安藤左門訳),6.5:[昭和6年8月増刊]迫力のある描写で読ませる。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,意外つづき(ブラックウッド／小野浩訳),6.0:[昭和7年2月増刊]この作者にしては穏やかな話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,稀代の美術品(モリソン／妹尾韶夫訳),7.0:[昭和7年8月増刊]宝石盗難にまつわるちょっとしたトリックが面白い。こういう作品に出会うとホッとする。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,オスカア・ブロズキイ事件(フリーマン／吉岡竜訳),6.0:[昭和8年8月増刊]倒叙物は何の意外性もないので、面白みに欠ける。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,空室(マーキー／伴大矩訳),8.0:[昭和9年4月]この謎は圧倒的だ。解決は少し陳腐かもしれないが、それなりに説得力がある。解説によると事実に基づいているらしい。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,幻の扉(ポースト／西田政治訳),7.0:[昭和12年2月増刊]不思議な因縁話と、その裏にあるものが面白い。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,絡み猫(ベイリイ／延原謙訳),4.0:[昭和12年6月増刊]何の面白みもない話。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,蜜蜂殺人事件(ウィーン／吉野録也訳),5.0:[昭和12年11月]有名なトリックだが、筋書きが陳腐。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「新青年傑作選」を読む,完全脱獄(フットレル／植村清訳),6.0:[昭和14年8月増刊]この作品が高く評価される理由がわからない。ネズミ頼みはいかがなものか。「ルパンの脱獄」のほうが数段面白い。,新青年傑作選４　翻訳編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/04/19
「日本代表ミステリー選集」を読む,危険な斜面(松本清張),6.0:[オール読物 三十四年二月]清張にありがちな話の設定で結末も平凡。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,パリの罠(新章文子),6.5:[小説現代 四十六年一月]海外旅行での殺人計画を練る夫婦と皮肉な結末が面白い。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,男か？熊か？(生島治郎),6.5:[三十九年十月発表]面白く読めるが、原典を越える出来にはなっていない。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,不思議な母(大下宇陀児),5.5:[ロック 二十二年四月]何のひねりもない平凡な結末。この作品だけ20年代。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,三十六人の乗客(有馬頼義),6.0:[オール読物 三十一年十二月]緊張感のある話だが、ラストが今ひとつ。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,年輪(角田喜久雄),8.5:[宝石 三十八年十一月]少し出来すぎの感がある因縁話だが、最後まで惹きつけられる。後味も良い。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,電話の陰(川上宗薫),6.5:[小説推理 四十九年五月]浮気を邪魔する女の正体にぎくりとする。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,動きまわる死体(海渡英祐),7.5:[問題小説 四十六年十月]死体の移動トリックとコミカルな登場人物を絡めて面白く読める。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,美しき殺意(平岩弓枝),6.5:[面白倶楽部 三十四年八月]ミステリとしてはたいしたことはないが、女の哀しさをうまく描いている。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「日本代表ミステリー選集」を読む,三角犯罪(陳舜臣),7.5:[小説セブン 四十五年一月]事件そのものは単純なのだが、ちょっとしたひねりが効いている。,日本代表ミステリー選集０２　犯罪エリート集団(中島河太郎　権田萬治編),角川文庫,2020/04/22
「新青年傑作選」を読む,面影双紙(横溝正史),7.5:[昭和8年1月]横溝の筆力には感心する。全体のムードと結末がうまい。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,七つの閨(水谷準),6.5:[昭和3年1月]不気味な瞳の男に今ひとつ迫力がないので、怖さが伝わらない。この作者の限界だろう。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,血笑婦(渡辺啓助),3.0:[昭和5年6月]古くて暗くて辛気臭い。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,＋・-(城昌幸),3.0:[昭和2年4月]何が書きたいんだ。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,灯台鬼(大阪圭吉),6.0:[昭和10年12月]ムードは良いのだが、機械的トリックはつまらん。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,火星の運河(江戸川乱歩),5.0:[大正15年4月]クトゥルー物を思わせる出だしだが、ラストのオチが今ひとつ。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,柘榴病(瀕下耽),7.0:[昭和2年10月]孤島の伝染病と金銭欲にかられた医者の姿をうまく描いている。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,人の顔(夢野久作),4.0:[昭和3年3月]不思議な能力を持つ少女が単に浮気を報告するというだけ。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,爬虫館事件(海野十三),4.0:[昭和7年10月]落語「そば清」みたいなナンセンストリック。シリアスに書かれると脱力する。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,水色の目の女(地味井平造),5.0:[昭和15年6月]近づく男に不幸をもたらす女の話なのだが、何のひねりもない。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,恐水病患者(角田喜久雄),5.5:[昭和3年3月]これまたひねりのないコント。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,蛞蝓綺譚(大下宇陀児),5.0:[昭和4年2月]これも面白くない。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,本牧のヴィナス(妹尾アキ夫),6.5:[昭和4年2月]怪談として悪い出来ではない。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,氷れる花嫁(渡辺温),6.5:[昭和2年4月]シナリオ風な斬新な手法で読ませる。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,氷人(南沢十七),7.0:[昭和8年8月]冷凍自殺にまつわる愛憎話だが、よく考えられている。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,タヒチの情火(香山滋),3.0:[昭和25年1月]香山の作品で面白いのはほんの一握り。後はつまらない話が多い。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,猫柳の下にて(三橋一夫),5.0:[昭和24年12月]鶏に生まれ変わった男の復讐話。あまり響かない。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,黒い手帳(久生十蘭),6.0:[昭和12年1月]ルーレット必勝法則を導き出した男の人生。あまり好きな話ではない。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,逗子物語(橘外男),8.0:[昭和12年8月]逗子の寂しい墓で出会う少年主従のイメージが印象的だ。,爬虫館事件 新青年傑作選(江戸川乱歩　横溝正史　夢野久作ほか),角川ホラー文庫,2020/04/24
「新青年傑作選」を読む,二銭銅貨(江戸川乱歩),6.0:[大正12年4月]久しぶりに再読したが、思ったより悪くなかった。退屈凌ぎのいたずらというのはむしろ現代的だ。暗号が点字という展開に論理性がないのがいささか気になる。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,琥珀のパイプ(甲賀三郎),7.5:[大正13年6月]少し盛り込み過ぎだが、一連の事件をうまく集約させ、ラストの意外性も悪くない。乱歩の作品より出来が良いし、この手の作品を書き続けていたら戦後も評価されたろうに。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,予審調書(平林初之輔),7.0:[大正15年1月]判事と容疑者の父との重苦しいやり取りで緊張感を持続させている。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,精神分析(水上呂理),6.5:[昭和3年6月][新青年傑作選集２ 推理編２ モダン殺人倶楽部]({{<ref "/ANTHOLOGY/新青年傑作選集２ 推理編２ モダン殺人倶楽部(中島河太郎編).md" >}})で読了済。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,黄昏の告白(浜尾四郎),7.0:[昭和4年7月]妻を絞殺した強盗を射殺した作家と、その親友である医師との対話は最後まで読ませる。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,赤いペンキを買った女(葛山二郎),6.0:[昭和4年12月]名作の誉れ高いが、改めて読み直してみると、法廷内の展開がゴタゴタしていて面白さをさほど感じなかった。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,聖アレキセイ寺院の惨劇(小栗虫太郎),8.0:[昭和8年11月]エキゾティズムに溢れる舞台を背景に、法水麟太郎先生の論理を聴けるだけで十分だ。メイントリックともども、全くわけがわからないが、そういうものなのである。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,情鬼(大下宇陀児),4.0:[昭和10年4月]この作家の作品がアンソロジーにあるとがっかりする。古臭い風俗ものはうんざりだ。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,青色鞏膜(木々高太郎),6.5:[昭和10年4月]血縁を巡る設定はやりすぎの感があるが、戦前の木々の筆調は清涼感があっていい。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,三人の双生児(海野十三),6.0:[昭和10年9-10月]中盤までの展開はすごく面白い。結末が科学的なようで抱腹物なのは、いつもの海野である。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,三狂人(大阪圭吉),9.0:[昭和11年7月]舞台設定のうまさ、巧みな論理展開、そしてラストの意外性と三拍子揃った作品。本格短篇ミステリの日本ベスト5に入る傑作である。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,死線の花(守友恒),7.5:[昭和14年11月]戦中という背景をうまく活かした作品。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,ハムレット(久生十蘭),7.5:[昭和21年10月][日本代表ミステリー選集０１　口笛ふいて殺人を]({{<ref "/ANTHOLOGY/日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編).md" >}})で読了済。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
「新青年傑作選」を読む,探偵小説(横溝正史),7.5:[昭和21年10月][日本代表ミステリー選集０１　口笛ふいて殺人を]({{<ref "/ANTHOLOGY/日本代表ミステリー選集０１　口笛ふいて殺人を(中島河太郎、権田萬治編).md" >}})で読了済。,新青年傑作選１　推理小説編(監修松本清張　横溝正史　水谷準●責任編集中島河太郎),立風書房,2020/05/03
